Course Title, Full Title, Prerequisite
JOUR 335,Audio Journalism,JOUR 210 
JOUR 340,Video Reporting & Storytelling,JOUR 210 
JOUR 361,Readings in Sports Journalism,NULL
JOUR 425,Multimedia Editing and Design,JOUR 215 
JOUR 445,Video Storytelling 2-Producing,JOUR 340 
JOUR 450,Media and Public Opinion,NULL
JOUR 453,Crisis Communications,NULL
JOUR 454,Propaganda & the News Media,NULL
JOUR 460,Special Topics,NULL
JOUR 471,Science Journalism,NULL
JOUR 480,Advanced Reporting Topics,JOUR 210 
JOUR 483,Investigative Journalism,NULL
JOUR 490,Professional Project,NULL
JOUR 495,Internship Seminar,NULL
JOUR 500,Current Issues in Journalism,NULL
JOUR 515,Master's Project,NULL
JOUR 590,Advanced Topics in Journalism,NULL
JS 252,The Holocaust,NULL
JS 261,The Holocaust in Context,NULL
JS 320,Lit Responses to the Holocaust,NULL
JS 399,Special Topics,NULL
JS 495,Independent Study,NULL
JS 551,Seminar in Jewish Culture,NULL
KIN 100,Development Activities,NULL
KIN 101,Dance Activities,NULL
KIN 102,Individual and Dual Activities,NULL
KIN 103,Indoor Court Activities,NULL
KIN 104,Skating Activities,NULL
KIN 107,Aquatic Sport Activities,NULL
KIN 109,Team Sport Activities,NULL
KIN 111,Prescribed Exercise,NULL
KIN 122,Physical Activity and Health,NULL
KIN 125,Orientation KIN & Comm Health,NULL
KIN 140,Social Sci of Human Movement,NULL
KIN 142,Contemporary Issues in Sport,NULL
KIN 150,Bioscience of Human Movement,NULL
KIN 199,Undergraduate Open Seminar,NULL
KIN 201,Physical Activity Research Methods,NULL
KIN 230,Diversity in Recreation  Sport  and Tourism,NULL
KIN 247,Intro to Sport Psychology,NULL
KIN 249,Sport & Modern Society,NULL
KIN 259,Motor Development and Control,NULL
KIN 261,Teaching Activities II,KIN 130 
KIN 262,Motor Develop  Growth & Form,NULL
KIN 268,Children's Movement,NULL
KIN 340,Soc & Psych of Phys Activity,KIN 140 PSYC 100 
KIN 345,Sport and Society,NULL
KIN 346,Case Study: Endless Summer,NULL
KIN 352,Bioenergetics of Movement,NULL
KIN 355,Biomechanics of Human Movement,NULL
KIN 362,Curriculum in Grades 7-12,NULL
KIN 363,Instructional Strategies in PE,NULL
KIN 365,Civic Engagement in Wellness,NULL
KIN 369,Coaching Strategies,NULL
KIN 375,Comm Partners & Health,NULL
KIN 385,Exper in Kinesiology Research,NULL
KIN 386,Exercise Instruction & Elderly,KIN 352 
KIN 387,Exper in the Agency Setting,NULL
KIN 391,Special Project-Problems,NULL
KIN 393,Honors Thesis,NULL
KIN 401,Measure & Eval in Kinesiology,KIN 140 KIN 150 
KIN 407,Disability  Culture & Society,NULL
KIN 443,Psychophysiology in Ex & Sport,KIN 340 
KIN 452,Clin & Applied Ex Physiology,KIN 352 
KIN 459,Physical Activity & Aging,NULL
KIN 460,Technology & Pedagogical KINES,NULL
KIN 470,Exercise Endocrinology,KIN 352 
KIN 473,Skill Acquisition Strategies,KIN 257 
KIN 474,Tech-Driven Health Intervention,NULL
KIN 485,Clin Exper in Sports Medicine,NULL
KIN 494,Special Topics,NULL
KIN 540,Health Behavior: Theory,NULL
KIN 543,Physical Activity & Cognition,NULL
KIN 564,Qualitative Research Methods,NULL
KIN 590,Independent Study,NULL
KIN 591,Seminar,NULL
KIN 594,Special Topics,NULL
KIN 599,Thesis Research,NULL
KOR 202,Elementary Korean II,KOR 201 KOR 201 
KOR 204,Intermediate Korean II,KOR 203 KOR 203 
KOR 222,Korean Reading and Writing II,KOR 221 KOR 221 
KOR 242,Korean Reading and Writing IV,KOR 241 KOR 241 
KOR 306,Advanced Korean II,KOR 305 KOR 305 
KOR 441,Fourth Year Korean II,KOR 440 KOR 440 
LA 199,Undergraduate Open Seminar,NULL
LA 221,History of the Prison,NULL
LA 222,Islamic Gardens & Architecture,NULL
LA 234,Site Design Studio,LA 233 
LA 241,Landform Design & Construction,MATH 014 
LA 242,Nature and American Culture,NULL
LA 270,Behavioral Factors in Design,NULL
LA 281,Design Communications II,LA 234 LA 280 
LA 301,Senior Honors,NULL
LA 314,History of World Landscapes,NULL
LA 336,Design Workshop Studio I,LA 335 
LA 343,Landscape Construction,LA 342 
LA 390,Independent Study,NULL
LA 430,Children and Nature,NULL
LA 438,Design Workshop Studio II,LA 336 
LA 466,Energy  Plng & Blt Environment,NULL
LA 472,Museum Theory and Practice,NULL
LA 513,History of World Landscapes,NULL
LA 563,Soc/Beh Research Designed Env,NULL
LA 590,Directed Research,NULL
LA 594,Cultural Heritage,LA 438 
LA 597,Research Design & Methods,NULL
LA 598,Master's Project,NULL
LA 599,Thesis Research,NULL
LAS 102,Transfer Advantage,NULL
LAS 199,Undergraduate Open Seminar,NULL
LAS 291,Global Perspectives for Intercultural Learning,NULL
LAS 292,Global Perspectives in Cross-Cultural Contexts,LAS 291 
LAS 299,LAS Study Abroad,NULL
LAS 399,Leadership & Professional Development,NULL
LAS 494,Senior Project,NULL
LAST 170,Introduction to Latin America,NULL
LAST 395,Special Topics,NULL
LAST 441,International Water Project II,NULL
LAST 445,Native Latin Amer Languages,NULL
LAST 490,Individual Study,LAST 170 
LAST 550,Interdisc Seminar Latin Am St,NULL
LAST 597,M.A. Research,NULL
LAST 599,Thesis Research,NULL
LAT 101,Elementary Latin I,NULL
LAT 102,Elementary Latin II,LAT 101 
LAT 199,Undergraduate Open Seminar,NULL
LAT 201,Intermediate Latin,LAT 102 
LAT 202,Intro to Latin Literature,NULL
LAT 411,Intermediate Prose Composition,LAT 202 LAT 104 
LAT 460,Medieval Latin,NULL
LAT 492,Senior Thesis,NULL
LAT 493,Independent Reading,LAT 401 
LAT 498,Senior Survey,NULL
LAT 511,Advanced Prose Composition,NULL
LAT 599,Thesis Research,NULL
LAW 199,Undergraduate Open Seminar,NULL
LAW 302,Transitional Justice,NULL
LAW 303,Living the Law,NULL
LAW 499,LAW Study Abroad,NULL
LAW 501,Professional Responsibility,NULL
LAW 599,Thesis Research,NULL
LAW 600,Pro Bono Service,NULL
LAW 601,Contracts,NULL
LAW 602,Property,NULL
LAW 604,Criminal Law,NULL
LAW 606,Constitutional Law I,NULL
LAW 607,Civil Procedure,NULL
LAW 610,Introduction to Advocacy,NULL
LAW 616,Environmental Law and Pol I,NULL
LAW 624,Real Estate Finance,NULL
LAW 625,State and Local Government,LAW 606 
LAW 631,Secured Transactions,NULL
LAW 633,Business Associations I,NULL
LAW 638,White Collar Crime,NULL
LAW 639,Corporate Finance,LAW 633 
LAW 644,Copyright Law,NULL
LAW 648,Corporate Taxation,LAW 647 
LAW 657,International Human Rights Law,NULL
LAW 660,Individual Employee Rights,NULL
LAW 664,Employment Discrimination,NULL
LAW 670,Elder Law,NULL
LAW 680,Professional Responsibility,NULL
LAW 682,Evidence,NULL
LAW 684,Federal Courts,NULL
LAW 685,Dispute Resolution,NULL
LAW 687,Jurisprudence,NULL
LAW 692,Field Placements,NULL
LAW 693,Clinical Training,NULL
LAW 694,Trial Advocacy,LAW 682 
LAW 696,Legal Problems,NULL
LAW 697,Moot Court,NULL
LAW 699,Independent Study,NULL
LAW 792,Current Legal Problems,NULL
LAW 793,Advanced Litigation Topics,NULL
LAW 794,Adv Topics in Business Law,NULL
LAW 795,Adv Topics in Criminal Law,NULL
LAW 796,Comparative Law Topics,NULL
LAW 797,Intellectual Property Topics,NULL
LAW 798,Seminars,NULL
LER 100,Introduction to Labor Studies,NULL
LER 110,Labor and Social Movements,NULL
LER 120,Contemporary Labor Problems,NULL
LER 130,Intro Labr Wrkng Class History,NULL
LER 300,Workers  Unions  and Politics,NULL
LER 410,Labor and the European Union,NULL
LER 440,Economics of Labor Markets,NULL
LER 523,Org Fundamentals for HR,NULL
LER 540,Labor Economics I,NULL
LER 542,Collective Bargaining,NULL
LER 556,Industrial Relations Theory,NULL
LER 558,Faculty-Student Workshop,NULL
LER 561,Compensation Systems,NULL
LER 562,HR Planning and Staffing,NULL
LER 565,HR Management and Strategy,NULL
LER 567,Negotiation in HR Decisions,NULL
LER 568,Firm Performance and HR,NULL
LER 569,Power & Influence in HRM,NULL
LER 580,Internship,NULL
LER 590,Individual Topics,NULL
LER 591,Employment Relations Systems,NULL
LER 593,Quantitative Methods in LER,NULL
LER 595,Managing Diversity Globally,NULL
LER 597,Employee Motivation & Perfmnce,NULL
LER 599,Thesis Seminar,NULL
LING 100,Intro to Language Science,NULL
LING 111,Language in Globalization,NULL
LING 115,Language and Culture in India,NULL
LING 191,Freshman Honors Tutorial,NULL
LING 199,Undergraduate Open Seminar,NULL
LING 210,Language History,NULL
LING 221,American Sign Language II,NULL
LING 225,Language  Mind  and Brain,NULL
LING 250,Language Diversity in the USA,NULL
LING 270,Language  Technology & Society,LING 100 
LING 290,Individual Study,NULL
LING 291,Linguistics Laboratory Research Experience,NULL
LING 301,Elements of Syntax,LING 100 
LING 302,Elements of Phonology,LING 100 
LING 303,General Speech Science,NULL
LING 304,Elements of Morphology,LING 100 
LING 307,Elmnts Semantics & Pragmatics,LING 100 
LING 321,American Sign Language III,NULL
LING 391,Honors Individual Study,NULL
LING 400,Intro to Linguistic Structure,NULL
LING 404,Tutorials in Non-Western Lang,NULL
LING 406,Intro to Computational Ling,LING 402 
LING 418,Language & Minorities in Europe,NULL
LING 425,Intro to Psycholinguistics,NULL
LING 427,Language and the Brain,NULL
LING 430,Intro to East Asian Ling,LING 400 
LING 438,Philosophy of Language,NULL
LING 462,Introduction to Romance Linguistics,NULL
LING 489,Theoretical Foundations of SLA,NULL
LING 490,Special Topics in Linguistics,LING 100 LING 400 
LING 502,Phonology I,LING 401 
LING 524,Dev Psycholinguistics,NULL
LING 525,Psycholinguistics,NULL
LING 541,Syntax II,LING 501 
LING 542,Phonology II,LING 502 
LING 550,Sociolinguistics II,LING 450 
LING 551,Pragmatics,LING 501 LING 507 
LING 588,Sem Second Lang Learn,NULL
LING 590,Special Topics in Linguistics,NULL
LING 599,Thesis Research,NULL
LLS 100,Intro Latina/Latino Studies,NULL
LLS 215,US Citizenship Comparatively,NULL
LLS 240,Latina/o Popular Culture,NULL
LLS 265,Politics of Hip Hop,NULL
LLS 279,Mexican-American History,NULL
LLS 280,Caribbean Latina/o Migration,NULL
LLS 281,Constructing Race in America,NULL
LLS 305,Theories of Race  Gender  and Sexuality,NULL
LLS 308,Spanish in the United States,NULL
LLS 310,Race and Cultural Diversity,NULL
LLS 320,Gender & Latina/o Migration,LLS 100 SOC 100 
LLS 322,US Latina and Latino Families,NULL
LLS 343,Criminalization and Punishment,NULL
LLS 379,Latina/os and the City,NULL
LLS 390,Independent Study,NULL
LLS 396,Adv Topics Latina/o Studies,NULL
LLS 458,Latina/o Performance,NULL
LLS 490,Research and Writing Seminar,LLS 385 
LLS 495,Senior Honors Thesis,NULL
LLS 590,Independent Study,NULL
MACS 100,Intro to Popular TV & Movies,NULL
MACS 101,Intro to the Media,NULL
MACS 104,Intro to Film,NULL
MACS 166,Contemporary Media Literacy,NULL
MACS 199,Undergraduate Open Seminar,NULL
MACS 202,Social Aspects Info Tech,NULL
MACS 203,Contemporary Movies,NULL
MACS 204,Gender in Gaming,NULL
MACS 205,Introduction to Documentary,NULL
MACS 207,Indian Cinema in Context,NULL
MACS 224,Sportsmedia Technology & Culture,NULL
MACS 262,Survey of World Cinema II,NULL
MACS 264,Creative and Information Economies,NULL
MACS 273,American Cinema Since 1950,NULL
MACS 275,Am Indian and Indigenous Film,NULL
MACS 284,Animated Media from Mickey to GIFs,NULL
MACS 295,Intro Media/Cinema Topics,NULL
MACS 300,Topics in Film and History,NULL
MACS 320,Popular Culture,NULL
MACS 323,Studies Film/Media Production,NULL
MACS 326,New Media  Culture & Society,NULL
MACS 346,Case Study: Endless Summer,NULL
MACS 351,Social Aspects of Media,NULL
MACS 356,Sex & Gender in Popular Media,NULL
MACS 365,Asian American Media and Film,NULL
MACS 373,Special Topics in Film Studies,NULL
MACS 383,French & Comparative Cinema II,NULL
MACS 389,International Communications,NULL
MACS 391,Individual Study,NULL
MACS 425,Intro to Psycholinguistics,NULL
MACS 464,Film Festivals,NULL
MACS 495,Internship Seminar,NULL
MACS 496,Advanced Media/Cinema Topics,NULL
MACS 499,Senior Project,NULL
MACS 504,Theories of Cinema,NULL
MATH 103,Theory of Arithmetic,MATH 112 MATH 012 
MATH 112,Algebra,NULL
MATH 115,Preparation for Calculus,MATH 112 
MATH 117,Elementary Mathematics,MATH 112 MATH 012 
MATH 124,Finite Mathematics,MATH 112 MATH 012 
MATH 181,A Mathematical World,NULL
MATH 199,Undergraduate Open Seminar,NULL
MATH 213,Basic Discrete Mathematics,MATH 220 MATH 221 
MATH 220,Calculus,MATH 115 MATH 221 
MATH 225,Introductory Matrix Theory,MATH 220 MATH 221 
MATH 231,Calculus II,MATH 220 MATH 221 
MATH 234,Calculus for Business I,MATH 112 
MATH 241,Calculus III,MATH 231 
MATH 285,Intro Differential Equations,MATH 241 
MATH 286,Intro to Differential Eq Plus,MATH 241 
MATH 347,Fundamental Mathematics,MATH 231 
MATH 357,Numerical Methods I,NULL
MATH 362,Probability with Engrg Applic,NULL
MATH 390,Individual Study,NULL
MATH 399,Math/Actuarial Internship,NULL
MATH 402,Non Euclidean Geometry,MATH 241 MATH 347 MATH 348 
MATH 403,Euclidean Geometry,MATH 241 MATH 347 
MATH 412,Graph Theory,MATH 347 MATH 348 CS 374 
MATH 413,Intro to Combinatorics,MATH 347 MATH 348 
MATH 414,Mathematical Logic,MATH 347 MATH 348 
MATH 415,Applied Linear Algebra,MATH 241 
MATH 416,Abstract Linear Algebra,MATH 241 MATH 347 
MATH 417,Intro to Abstract Algebra,MATH 416 MATH 410 MATH 415 MATH 347 MATH 348 CS 374 
MATH 418,Intro to Abstract Algebra II,MATH 417 
MATH 425,Honors Advanced Analysis,MATH 424 MATH 415 MATH 416 
MATH 432,Set Theory and Topology,MATH 347 MATH 348 
MATH 441,Differential Equations,MATH 241 MATH 347 MATH 348 
MATH 442,Intro Partial Diff Equations,MATH 284 MATH 285 MATH 286 MATH 441 
MATH 444,Elementary Real Analysis,MATH 241 MATH 347 MATH 348 
MATH 446,Applied Complex Variables,MATH 241 
MATH 447,Real Variables,MATH 241 MATH 347 MATH 348 
MATH 448,Complex Variables,MATH 447 
MATH 450,Numerical Analysis,NULL
MATH 453,Elementary Theory of Numbers,MATH 241 
MATH 461,Probability Theory,MATH 241 
MATH 463,Statistics and Probability I,NULL
MATH 464,Statistics and Probability II,NULL
MATH 481,Vector and Tensor Analysis,MATH 241 MATH 415 MATH 416 
MATH 482,Linear Programming,MATH 410 MATH 415 MATH 416 
MATH 484,Nonlinear Programming,MATH 241 MATH 347 MATH 348 MATH 415 
MATH 487,Advanced Engineering Math,MATH 284 MATH 285 MATH 286 MATH 441 
MATH 489,Dynamics & Differential Eqns,MATH 284 MATH 285 MATH 286 MATH 441 
MATH 490,Advanced Topics in Mathematics,NULL
MATH 492,Undergraduate Research in Math,NULL
MATH 496,Honors Seminar,NULL
MATH 499,Introduction Graduate Research,NULL
MATH 501,Abstract Algebra II,MATH 500 
MATH 511,Intro to Algebraic Geometry,MATH 500 
MATH 519,Differentiable Manifolds II,MATH 518 
MATH 525,Algebraic Topology I,MATH 417 MATH 448 
MATH 527,Homotopy Theory,MATH 526 MATH 501 
MATH 530,Algebraic Number Theory,MATH 500 
MATH 532,Analytic Theory of Numbers II,MATH 531 
MATH 540,Real Analysis,MATH 447 
MATH 541,Functional Analysis,MATH 540 
MATH 553,Partial Differential Equations,NULL
MATH 561,Theory of Probability I,MATH 541 
MATH 571,Model Theory,MATH 570 
MATH 582,Structure of Graphs,MATH 580 
MATH 593,Mathematical Internship,NULL
MATH 595,Advanced Topics in Mathematics,NULL
MATH 597,Reading Course,NULL
MATH 599,Thesis Research,NULL
MBA 503,Prin & Proc of Management I,NULL
MBA 504,Prin & Proc of Management II,NULL
MBA 530,Internship,NULL
MBA 531,Special Projects,NULL
MCB 100,Introductory Microbiology,MCB 100 
MCB 101,Intro Microbiology Laboratory,MCB 100 
MCB 150,Molec & Cellular Basis of Life,NULL
MCB 151,Molec & Cellular Laboratory,MCB 150 
MCB 198,Internship,NULL
MCB 199,Undergraduate Open Seminar,NULL
MCB 246,Human Anatomy & Physiology II,MCB 244 CHEM 101 CHEM 102 
MCB 247,Human Anat & Physiol Lab II,MCB 245 CHEM 101 CHEM 102 
MCB 250,Molecular Genetics,MCB 150 CHEM 102 CHEM 104 
MCB 251,Exp Techniqs in Molecular Biol,MCB 250 
MCB 252,Cells  Tissues & Development,MCB 250 
MCB 253,Exp Techniqs in Cellular Biol,MCB 252 
MCB 270,Medical Genetics,MCB 252 
MCB 290,Undergraduate Research,NULL
MCB 297,MCB Honors Discussion,NULL
MCB 298,MCB Honors Lab Discussion,NULL
MCB 299,MCB Merit Program Discussion,NULL
MCB 300,Microbiology,MCB 250 MCB 252 
MCB 301,Experimental Microbiology,MCB 250 MCB 300 
MCB 317,Genetics and Genomics,MCB 250 MCB 251 MCB 252 MCB 253 
MCB 320,Mechanisms of Human Disease,MCB 252 
MCB 354,Biochem & Phys Basis of Life,CHEM 232 CHEM 236 MCB 250 MCB 252 
MCB 364,Eukaryotic Cell Biology Laboratory,NULL
MCB 402,Sys & Integrative Physiology,MCB 252 
MCB 408,Immunology,MCB 250 MCB 251 MCB 252 MCB 253 MCB 354 
MCB 410,Developmental Biology  Stem Cells and Regenerative Medicine,MCB 252 
MCB 419,Brain  Behavior & Info Process,CS 101 PHYS 102 PHYS 212 MCB 252 
MCB 421,Microbial Genetics,MCB 300 
MCB 429,Cellular Microbiology &Disease,MCB 300 MCB 354 
MCB 432,Computing in Molecular Biology,MCB 250 MCB 252 MCB 354 MATH 220 MATH 221 MATH 231 STAT 212 
MCB 433,Virology & Viral Pathogenesis,NULL
MCB 434,Food & Industrial Microbiology,NULL
MCB 435,Evolution of Infectious Disease,MCB 300 
MCB 442,Comparative Immunobiology,NULL
MCB 446,Physical Biochemistry,NULL
MCB 450,Introductory Biochemistry,CHEM 232 CHEM 236 
MCB 458,Basic Human Pathology,MCB 354 
MCB 462,Integrative Neuroscience,MCB 252 MCB 461 
MCB 465,Human Metabolic Disease,MCB 250 MCB 252 
MCB 480,Eukaryotic Cell Signaling,MCB 252 
MCB 492,Senior Thesis,MCB 290 
MCB 493,Special Topics Mol Cell Biol,NULL
MCB 521,Advanced Microbial Genetics,MCB 421 
MCB 529,Special Topics Cell Devel Biol,NULL
MCB 530,Reproductive Physiol Seminar,NULL
MCB 539,Advanced Cellular Microbiology,MCB 429 
MCB 543,Interdisciplinary Approaches to Neuroscience II,NULL
MCB 571,Bioinformatics,NULL
MCB 581,Laboratory Rotation I,MCB 582 
MCB 582,Laboratory Rotation II,MCB 581 
MCB 583,Laboratory Rotation III,MCB 581 MCB 582 
MCB 585,Current Topics in Microbiology,NULL
MDIA 223,Watching the Environment,NULL
MDIA 270,Introduction to Media Sales,NULL
MDIA 299,Media Study Abroad,NULL
MDIA 320,Media Sales Management,MDIA 270 
MDIA 370,Advanced Media Sales,MDIA 270 
MDIA 380,21st Century Documentaries,NULL
MDIA 390,Special Topics in Media,NULL
MDIA 524,Dev Psycholinguistics,NULL
MDIA 525,Psycholinguistics,NULL
MDIA 572,Proseminar II,NULL
MDIA 590,Special Topics,NULL
MDIA 599,Thesis Research,NULL
MDVL 201,Medieval Lit and Culture,NULL
MDVL 345,Medieval Civilization,NULL
MDVL 413,Dante,NULL
MDVL 500,Seminar in Medieval Studies,NULL
ME 170,Computer-Aided Design,NULL
ME 199,Undergraduate Open Seminar,NULL
ME 200,Thermodynamics,MATH 241 
ME 270,Design for Manufacturability,ME 170 
ME 297,Introductory Independent Study,NULL
ME 310,Fundamentals of Fluid Dynamics,MATH 285 MATH 286 MATH 441 ME 200 
ME 320,Heat Transfer,MATH 285 MATH 286 MATH 441 ME 200 
ME 330,Engineering Materials,CHEM 102 TAM 251 
ME 340,Dynamics of Mechanical Systems,MATH 285 MATH 286 MATH 441 TAM 212 ECE 205 MATH 415 
ME 360,Signal Processing,ME 340 
ME 370,Mechanical Design I,ME 270 TAM 212 TAM 251 
ME 371,Mechanical Design II,ME 330 CEE 300 ME 370 
ME 400,Energy Conversion Systems,ME 200 
ME 404,Intermediate Thermodynamics,ME 200 
ME 410,Intermediate Gas Dynamics,ME 200 ME 310 TAM 335 AE 311 
ME 412,Numerical Thermo-Fluid Mechs,ME 310 TAM 335 ME 320 
ME 431,Mechanical Component Failure,ME 330 ME 371 ME 430 
ME 440,Kinem & Dynamics of Mech Syst,ME 370 
ME 445,Introduction to Robotics,NULL
ME 446,Robot Dynamics and Control,NULL
ME 452,Num Control of Mfg Processes,CS 101 ME 270 
ME 455,Micromanufacturing Process & Automation,ME 270 
ME 460,Industrial Control Systems,ME 340 ME 360 
ME 465,Optics: Theory & Applications,PHYS 212 MATH 285 MATH 286 MATH 441 
ME 470,Senior Design Project,NULL
ME 471,Finite Element Analysis,CS 101 ME 371 TAM 470 AE 370 
ME 472,Introduction to Tribology,NULL
ME 481,Whole-Body Musculoskel Biomech,TAM 212 TAM 251 
ME 483,Mechanobiology,CHEM 103 TAM 251 
ME 487,MEMS-NEMS Theory & Fabrication,PHYS 212 
ME 496,Honors Project,NULL
ME 497,Independent Study,NULL
ME 498,Special Topics,NULL
ME 501,Combustion Fundamentals,AE 311 ME 410 
ME 502,Thermal Systems,ME 402 
ME 510,Advanced Gas Dynamics,ME 410 
ME 520,Heat Conduction,ME 420 
ME 523,Nanoscale Energy Transport,NULL
ME 540,Control System Theory & Design,NULL
ME 546,Analysis of Nonlinear Systems,NULL
ME 570,Nonlinear Solid Mech Design,AE 420 CEE 470 ME 471 TAM 470 TAM 445 TAM 551 
ME 590,Seminar,NULL
ME 597,Independent Study,NULL
ME 598,Special Topics,NULL
ME 599,Thesis Research,NULL
MICR 590,Individual Topics,NULL
MICR 595,Microbiology Graduate Seminar,NULL
MICR 599,Thesis Research,NULL
MILS 102,Introduction to the Profession of Arms,NULL
MILS 114,Leadership Laboratory,NULL
MILS 202,Leadership and Teamwork,NULL
MILS 214,Leadership Laboratory,NULL
MILS 302,Leadership and Ethics,MILS 301 MILS 302 
MILS 314,Leadership Laboratory,NULL
MILS 324,Leadership Laboratory,NULL
MILS 325,Independent Study,NULL
MILS 342,Officership,MILS 341 MILS 342 
MIP 590,Individual Topics,NULL
MIP 595,Seminars in Physiology,NULL
MIP 599,Thesis Research,NULL
MSE 183,Freshman Materials Laboratory,MSE 182 
MSE 199,Undergraduate Open Seminar,NULL
MSE 201,Phases and Phase Relations,MSE 182 CHEM 104 MATH 231 PHYS 211 
MSE 206,Mechanics for MatSE,MATH 225 MATH 241 PHYS 211 CS 101 MSE 201 
MSE 280,Engineering Materials,CHEM 102 PHYS 211 
MSE 304,Electronic Properties of Matls,PHYS 214 
MSE 308,Materials Laboratory II,MSE 307 MSE 304 MSE 405 
MSE 395,Materials Design,NULL
MSE 396,Introduction to Research,NULL
MSE 397,Independent Study,NULL
MSE 402,Kinetic Processes in Materials,MSE 201 MSE 401 
MSE 404,Laboratory Studies in Materials Science and Engineering,MSE 307 MSE 308 
MSE 405,Microstructure Determination,PHYS 214 CHEM 104 MSE 201 MSE 307 
MSE 420,Ceramic Materials & Properties,NULL
MSE 422,Electrical Ceramics,MSE 420 
MSE 441,Metals Processing,MSE 406 
MSE 450,Polymer Science & Engineering,NULL
MSE 453,Plastics Engineering,MSE 450 
MSE 455,Macromolecular Solids,MSE 450 
MSE 458,Polymer Physics,MSE 401 
MSE 460,Electronic Materials I,ECE 340 MSE 304 PHYS 460 
MSE 473,Biomolecular Materials Science,NULL
MSE 474,Biomaterials and Nanomedicine,CHEM 236 MSE 457 MCB 450 
MSE 487,Materials for Nanotechnology,MSE 401 PHYS 214 
MSE 492,Lab Safety Fundamentals,NULL
MSE 497,Independent Study,NULL
MSE 499,Senior Thesis,NULL
MSE 529,Hard Materials Seminar,NULL
MSE 559,Soft Materials Seminar,NULL
MSE 581,Advanced Electron Microscopy,MSE 405 MSE 481 
MSE 582,Surface Physics,MSE 501 PHYS 560 
MSE 590,Research Seminars,NULL
MSE 595,Materials Colloquium,NULL
MSE 597,Independent Study,NULL
MSE 599,Thesis Research,NULL
MUS 090,Seminar in Music Education,NULL
MUS 102,Music Theory and Practice II,MUS 101 
MUS 104,Rudiments of Music Theory II,MUS 103 
MUS 106,Beginning Composition,NULL
MUS 108,Musicianship II,MUS 101 MUS 107 
MUS 120,English Diction,NULL
MUS 122,German Diction,NULL
MUS 125,English Diction and Dialects,NULL
MUS 130,Introd to the Art of Music,NULL
MUS 133,Introduction to World Music,NULL
MUS 140,String Instrument Class,NULL
MUS 144,Supp WW Inst: Clarinet,NULL
MUS 146,Supp WW Inst: Flute,NULL
MUS 147,Supp WW Inst: Oboe,NULL
MUS 148,Supp WW Inst: Saxophone,NULL
MUS 149,Supp WW Inst: Bassoon,NULL
MUS 151,Supp Brass Inst: Trumpet,NULL
MUS 153,Supp Brass Inst: Horn,NULL
MUS 154,Supp Brass Inst: Trombone,NULL
MUS 155,Supp Brass Inst: Euph/Tuba,NULL
MUS 158,Supp Percussion Instruments,NULL
MUS 164,Jazz Keyboard Studies II,MUS 163 
MUS 165,Applied Jazz Instruction,NULL
MUS 167,Class Jazz Improvisation II,MUS 166 
MUS 169,Unit One Sem Instruct in Music,NULL
MUS 173,Grp Instr Pno for Mus Maj II,MUS 101 MUS 107 MUS 172 
MUS 175,Grp Instr Pno for Mus Maj IV,MUS 201 MUS 207 MUS 174 
MUS 178,Guitar,NULL
MUS 179,Harpsichord,NULL
MUS 180,Piano,NULL
MUS 181,Voice,NULL
MUS 182,Organ,NULL
MUS 183,Violin,NULL
MUS 184,Viola,MUS 250 
MUS 185,Cello,MUS 250 
MUS 186,Double Bass,MUS 250 
MUS 187,Harp,NULL
MUS 188,Flute,NULL
MUS 189,Clarinet,NULL
MUS 190,Oboe,NULL
MUS 191,Bassoon,NULL
MUS 192,Saxophone,NULL
MUS 193,Trumpet,NULL
MUS 194,Horn,NULL
MUS 195,Trombone,NULL
MUS 196,Euphonium,NULL
MUS 197,Tuba,NULL
MUS 198,Percussion,NULL
MUS 199,Undergraduate Open Seminar,NULL
MUS 205,Computation and Music II,CS 125 CS 126 MUS 101 
MUS 206,Intermediate Composition,MUS 106 
MUS 208,Musicianship IV,MUS 201 MUS 207 
MUS 209,Music  Sound  Technology,NULL
MUS 222,Singing in Musical Theatre,NULL
MUS 240,Orientation Mus Tchg Lrng K-HS,NULL
MUS 242,Elements of Conducting,NULL
MUS 244,Social Foundations of Music Ed,MUS 240 
MUS 250,University Orchestra,NULL
MUS 252,Ethnomusicology Perf Ensembles,NULL
MUS 256,Brass Ensemble,NULL
MUS 257,Percussion Ensemble,NULL
MUS 258,Piano Ensemble,NULL
MUS 260,Oratorio Society,NULL
MUS 261,Choral Ensemble,NULL
MUS 262,Women's Glee Club,NULL
MUS 263,Men's Glee Club,NULL
MUS 266,Jazz Ensemble,NULL
MUS 267,Chamber Music,NULL
MUS 268,Wind Symphony,NULL
MUS 269,Wind Orchestra,NULL
MUS 271,Hindsley Symphonic Band,NULL
MUS 272,Concert Band,NULL
MUS 274,Basketball Band,NULL
MUS 299,Thesis/Adv UG Honors in Music,NULL
MUS 314,The History of Music II,MUS 313 
MUS 320,Pre-Student Tchng Experience,NULL
MUS 331,Advanced Choral Conducting II,MUS 330 
MUS 332,Advanced Wind Band Conducting and Rehearsal Strategies,MUS 242 
MUS 342,Music in Childhood,MUS 240 
MUS 344,Instrumental Methods for Secondary Ensembles,MUS 240 MUS 350 
MUS 346,Choral Methods for Secondary Ensembles,NULL
MUS 348,Choral Literature,MUS 242 
MUS 361,Jazz Improv:Theory and Prac II,MUS 360 
